NEIGHBORHOOD,ADDRESS, SALE_PRICE ,SALE_DATE
UPPER EAST SIDE (59-79),"166 EAST 61ST STREET, 7A","517,000",10/10/2019
UPPER EAST SIDE (59-79),"360 EAST 72ND STREET, A400","540,000",10/10/2019
MIDTOWN WEST,"159 WEST 53RD, 33A","570,000",10/10/2019
ALPHABET CITY,"99 AVENUE B, 4CD","580,000",10/10/2019
UPPER WEST SIDE (59-79),"112 WEST 72ND STREET, 3E","585,000",10/10/2019
UPPER WEST SIDE (79-96),"492 AMSTERDAM AVENUE, 4N","595,000",10/10/2019
FASHION,"32 W. 40TH STREET, 10B","600,000",10/10/2019
SOHO,"178 PRINCE STREET, 1 FL","600,000",10/10/2019
UPPER EAST SIDE (79-96),"201 EAST 83RD STREET, 5F","605,000",10/10/2019
GREENWICH VILLAGE-WEST,"111 WEST 11TH STREET, 3FE","625,000",10/10/2019
MIDTOWN WEST,"30 WEST 60TH STREET, 5H","630,000",10/10/2019
UPPER EAST SIDE (79-96),"231 EAST 88TH STREET, 2W","645,000",10/10/2019
CLINTON,"411 WEST 44TH STREET, 10","651,680",10/10/2019
MIDTOWN EAST,"321 EAST 48TH STREET, 4G","651,680",10/10/2019
MIDTOWN WEST,"150 WEST 51ST STREET, 16-29","675,000",10/10/2019
UPPER WEST SIDE (79-96),"175 WEST 93RD STREET, 3J","695,000",10/10/2019
UPPER EAST SIDE (59-79),"205 EAST 77TH STREET, 14D","715,000",10/10/2019
HARLEM-CENTRAL,"2300 FREDRICK DOUGLASS BL, 8A","795,000",10/10/2019
UPPER EAST SIDE (59-79),"150 EAST 69TH STREET, 20Q","800,000",10/10/2019
UPPER EAST SIDE (59-79),"343 EAST 74TH STREET, 9L","825,000",10/10/2019
UPPER EAST SIDE (79-96),"55 EAST 87TH STREET, 4A","825,000",10/10/2019
GRAMERCY,"142 EAST 16TH STREET, 5H","830,000",10/10/2019
UPPER EAST SIDE (59-79),"225 EAST 74TH STREET, 2G","830,000",10/10/2019
MURRAY HILL,"67 PARK AVENUE, 11C","880,000",10/10/2019
SOUTHBRIDGE,"77 FULTON STREET, 4C","910,000",10/10/2019
CIVIC CENTER,"91 LEONARD STREET, 15C","919,683",10/10/2019
MIDTOWN WEST,"347 WEST 57TH STREET, 24B","935,000",10/10/2019
SOHO,"131-133 THOMPSON STREET, 5F","942,500",10/10/2019
GREENWICH VILLAGE-CENTRAL,"30 EAST 9TH STREET, 1E","955,000",10/10/2019
KIPS BAY,"305 EAST 24TH STREET, 12P","1,100,000",10/10/2019
MIDTOWN EAST,"325 EAST 57TH STREET, 8B","1,150,000",10/10/2019
CLINTON,"505 WEST 43RD STREET, 4K","1,198,500",10/10/2019
UPPER EAST SIDE (79-96),"515 EAST 85TH STREET, 11C","1,235,000",10/10/2019
LOWER EAST SIDE,"250 SOUTH STREET, 26F","1,285,854",10/10/2019
UPPER WEST SIDE (79-96),"130 WEST 86TH STREET, 13C","1,350,000",10/10/2019
UPPER EAST SIDE (79-96),"215 EAST 79TH STREET, 3A","1,440,000",10/10/2019
CIVIC CENTER,"91 LEONARD STREET, 13E","1,500,137",10/10/2019
UPPER WEST SIDE (79-96),"100 WEST 93RD STREET, 6J","1,650,000",10/10/2019
MIDTOWN CBD,"432 PARK AVENUE, 28J","1,700,000",10/10/2019
HARLEM-CENTRAL,41 BRADHURST AVENUE,"1,750,000",10/10/2019
CHELSEA,"133 WEST 22ND STREET, 5D","1,751,250",10/10/2019
HARLEM-CENTRAL,309 WEST 137 STREET,"1,997,000",10/10/2019
GRAMERCY,"4 LEXINGTON AVENUE, 4DE","1,999,000",10/10/2019
UPPER WEST SIDE (59-79),"59 WEST 71ST STREET, 6B","2,100,000",10/10/2019
GRAMERCY,"215 EAST 19TH STREET, 2A","2,331,079",10/10/2019
LOWER EAST SIDE,"250 SOUTH STREET, 29M","2,383,285",10/10/2019
SOHO,"345 WEST BROADWAY, 2","2,730,000",10/10/2019
LITTLE ITALY,"199 MOTT STREET, 3A","2,825,000",10/10/2019
GREENWICH VILLAGE-CENTRAL,"443 LAFAYETTE STREET, 11C","2,911,000",10/10/2019
UPPER EAST SIDE (59-79),"200 EAST 66TH STREET, A1703","2,940,000",10/10/2019
SOHO,"178 PRINCE STREET, 2","2,950,000",10/10/2019
CHELSEA,214 WEST 20TH STREET,"3,200,000",10/10/2019
UPPER EAST SIDE (59-79),"860 FIFTH AVENUE, 11H","3,575,000",10/10/2019
GRAMERCY,"200 EAST 21ST STREET, 11C","4,000,255",10/10/2019
MIDTOWN WEST,"106 CENTRAL PARK SOUTH, 7A","4,500,000",10/10/2019
FLATIRON,36 WEST 21ST STREET,"4,650,000",10/10/2019
CHELSEA,"129 WEST 20TH STREET, C-1","4,980,000",10/10/2019
UPPER EAST SIDE (79-96),"1016 FIFTH AVENUE, 7A","5,641,250",10/10/2019
FASHION,"50 WEST 30TH STREET, PH2","5,900,000",10/10/2019
TRIBECA,"79 LAIGHT STREET, 3A","6,700,000",10/10/2019
TRIBECA,"52 LISPENARD STREET, 5","6,700,000",10/10/2019
GREENWICH VILLAGE-WEST,"160 LEROY STREET, 11AN","7,150,000",10/10/2019
CHINATOWN,149 CANAL STREET,"7,250,000",10/10/2019
UPPER EAST SIDE (59-79),128 EAST 73RD STREET,"14,999,999",10/10/2019
GRAMERCY,201 PARK AVENUE SOUTH,"166,219,115",10/10/2019
UPPER EAST SIDE (96-110),"1215 FIFTH AVENUE, 16CH","120,666",10/11/2019
MIDTOWN EAST,"5 TUDOR CITY PLACE, 1214","265,000",10/11/2019
UPPER EAST SIDE (79-96),"340 EAST 83RD STREET, 3D","285,000",10/11/2019
MIDTOWN EAST,"320 EAST 42ND STREET, 2204","315,000",10/11/2019
JAVITS CENTER,"430 WEST 34TH STREET, 11G","490,000",10/11/2019
GRAMERCY,"145 EAST 15TH STREET, 7N","500,000",10/11/2019
HARLEM-CENTRAL,"1919 MADISON AVE, 200","545,000",10/11/2019
MORNINGSIDE HEIGHTS,"31 TIEMANN PLACE, 52","545,000",10/11/2019
HARLEM-EAST,"306 EAST 105 STREET, 4A","557,100",10/11/2019
MANHATTAN VALLEY,"50 WEST 106TH STREET, 16B","570,000",10/11/2019
KIPS BAY,"333 EAST 14TH ST, 10J","737,900",10/11/2019
UPPER WEST SIDE (79-96),"175 WEST 93RD STREET, 15J","750,000",10/11/2019
MIDTOWN WEST,"350 WEST 42ND STREET, 24H","785,000",10/11/2019
CIVIC CENTER,"91 LEONARD STREET, 6D","819,488",10/11/2019
CIVIC CENTER,"91 LEONARD STREET, 7D","829,263",10/11/2019
UPPER EAST SIDE (59-79),"220 EAST 65TH STREET, 23A","850,000",10/11/2019
UPPER EAST SIDE (79-96),"1641 THIRD AVENUE, 33G","887,500",10/11/2019
HARLEM-CENTRAL,2086 FIFTH AVENUE,"950,000",10/11/2019
UPPER WEST SIDE (59-79),"27 WEST 72ND STREET, 1114","980,000",10/11/2019
MIDTOWN WEST,"301 WEST 57TH STREET, 32A","1,000,000",10/11/2019
UPPER EAST SIDE (59-79),"125 EAST 64TH STREET, 5","1,100,000",10/11/2019
CLINTON,"529 W 42ND ST, 3P","1,150,000",10/11/2019
MURRAY HILL,"250 EAST 30TH STREET, 15C","1,150,000",10/11/2019
GREENWICH VILLAGE-WEST,"155 WEST 11TH STREET, S2","1,163,086",10/11/2019
FINANCIAL,"15 WILLIAM STREET, 41K","1,350,000",10/11/2019
FINANCIAL,"123 WASHINGTON STREET, PH54G","1,360,000",10/11/2019
UPPER WEST SIDE (79-96),"110 WEST 90TH STREET, 3A","1,450,000",10/11/2019
UPPER EAST SIDE (79-96),"150 EAST 85TH STREET, 13D","1,600,000",10/11/2019
CIVIC CENTER,"91 LEONARD STREET, 7B","1,637,550",10/11/2019
UPPER WEST SIDE (59-79),"160 WEST END AVENUE, 4TU","1,700,000",10/11/2019
GREENWICH VILLAGE-CENTRAL,"35 EAST 10TH STREET, 4BC","1,712,500",10/11/2019
UPPER EAST SIDE (59-79),"799 PARK AVENUE, 8B","1,790,000",10/11/2019
GREENWICH VILLAGE-WEST,"111 BARROW ST, 7E","1,800,000",10/11/2019
MIDTOWN EAST,"860 UNITED NATIONS PLAZA, 22G","1,800,000",10/11/2019
MIDTOWN EAST,"330 EAST 57TH STREET, 7","1,965,000",10/11/2019
GREENWICH VILLAGE-CENTRAL,"21 EAST 12TH STREET, 4C","2,265,606",10/11/2019
CIVIC CENTER,"91 LEONARD STREET, 4A","2,391,856",10/11/2019
CIVIC CENTER,"91 LEONARD STREET, SU43","2,391,856",10/11/2019
UPPER EAST SIDE (59-79),"524 EAST 72ND STREET, 42DE","2,495,000",10/11/2019
CIVIC CENTER,"91 LEONARD STREET, 6A","2,628,200",10/11/2019
CIVIC CENTER,"39 WORTH STREET, 5E","2,787,500",10/11/2019
TRIBECA,"143 READE STREET, 9B","3,085,000",10/11/2019
CHELSEA,"550 WEST 29TH STREET, 7C","3,100,000",10/11/2019
GREENWICH VILLAGE-CENTRAL,"30 WEST 13TH STREET, 2C","3,750,000",10/11/2019
GRAMERCY,"3 GRAMERCY PARK WEST, 3","4,495,000",10/11/2019
GREENWICH VILLAGE-WEST,"173 PERRY STREET, 11N","4,600,000",10/11/2019
UPPER WEST SIDE (79-96),108 WEST 80TH STREET,"5,500,000",10/11/2019
EAST VILLAGE,125 EAST 10TH STREET,"7,650,000",10/11/2019
HARLEM-EAST,71 EAST 110 STREET,"9,625,000",10/11/2019
MIDTOWN WEST,"110 CENTRAL PARK SOUTH, PH26","12,800,000",10/11/2019
GREENWICH VILLAGE-CENTRAL,"21 EAST 12TH STREET, PHB","16,842,943",10/11/2019
HARLEM-CENTRAL,560 LENOX AVENUE,"75,500,000",10/11/2019
HARLEM-CENTRAL,50 WEST 139 STREET,"75,500,000",10/11/2019
UPPER EAST SIDE (59-79),"230 EAST 79TH STREET, 18F","525,000",10/14/2019
TRIBECA,"21 SOUTH END AVENUE, 615","1,175,000",10/14/2019
HARLEM-EAST,"154 EAST 97TH STREET, 14","320,000",10/15/2019
MIDTOWN EAST,"45 TUDOR CITY PLACE, 320","330,000",10/15/2019
HARLEM-EAST,"154 EAST 97TH STREET, 7","350,000",10/15/2019
UPPER EAST SIDE (79-96),"515 EAST 88TH, 4M","412,000",10/15/2019
MIDTOWN EAST,"225 EAST 47TH, 6G","471,276",10/15/2019
SOHO,"246 SPRING ST, 2004","520,000",10/15/2019
LOWER EAST SIDE,"309 CHERRY STREET, K1","540,000",10/15/2019
MIDTOWN WEST,"30 WEST 60TH STREET, 10GN","540,000",10/15/2019
HARLEM-CENTRAL,"55 WEST 131 STREET, F-4","606,000",10/15/2019
GRAMERCY,"201 EAST 21ST STREET, 15G","625,000",10/15/2019
LOWER EAST SIDE,"415 GRAND STREET, E2003","640,000",10/15/2019
LOWER EAST SIDE,"199 BOWERY, 5E","660,000",10/15/2019
MURRAY HILL,"250 EAST 40TH STREET, 20D","679,000",10/15/2019
UPPER EAST SIDE (79-96),"402 EAST 90TH STREET, 5F","687,000",10/15/2019
CLINTON,"411 WEST 44TH STREET, 19","690,000",10/15/2019
MURRAY HILL,"137 EAST 36TH STREET, 11A","775,000",10/15/2019
UPPER EAST SIDE (59-79),"350 EAST 62ND STREET, 4B","785,000",10/15/2019
CHELSEA,"161 WEST 16TH STREET, 8E","795,000",10/15/2019
TRIBECA,"105 HUDSON STREET, 310","802,000",10/15/2019
INWOOD,"25 INDIAN ROAD, 4-G","810,000",10/15/2019
UPPER WEST SIDE (59-79),"20 WEST 72ND STREET, 504","835,000",10/15/2019
WASHINGTON HEIGHTS UPPER,"40 PINEHURST AVENUE, 3D","845,148",10/15/2019
UPPER WEST SIDE (59-79),"44 WEST 62ND STREET, 5F","900,000",10/15/2019
WASHINGTON HEIGHTS UPPER,"40 PINEHURST AVENUE, 6D","908,000",10/15/2019
UPPER WEST SIDE (59-79),"105 WEST 73RD STREET, 1C","950,000",10/15/2019
WASHINGTON HEIGHTS LOWER,"800 RIVERSIDE DRIVE, 4D","959,000",10/15/2019
CLINTON,"500 WEST 43 STREET, 38B","965,000",10/15/2019
UPPER EAST SIDE (79-96),"1725 YORK AVENUE, 26H","975,000",10/15/2019
UPPER EAST SIDE (79-96),"1623 3 AVENUE, 41K","999,000",10/15/2019
FINANCIAL,"20 PINE STREET, 1105","1,050,000",10/15/2019
UPPER EAST SIDE (59-79),"160 EAST 65TH STREET, 7F","1,050,000",10/15/2019
UPPER WEST SIDE (79-96),"101 WEST 81ST STREET, 721","1,065,000",10/15/2019
UPPER WEST SIDE (59-79),"161 WEST 61 STREET, 25E","1,120,700",10/15/2019
FINANCIAL,"55 WALL STREET, 950","1,188,000",10/15/2019
TRIBECA,"275 GREENWICH STREET, 6OSNS","1,200,000",10/15/2019
MIDTOWN EAST,"440 EAST 57TH STREET, 12B","1,345,000",10/15/2019
HARLEM-UPPER,613 WEST 146 STREET,"1,366,798",10/15/2019
GREENWICH VILLAGE-WEST,"67 MORTON STREET, M3C","1,412,500",10/15/2019
UPPER WEST SIDE (79-96),"257 CENTRAL PARK WEST, 12D","1,580,000",10/15/2019
UPPER WEST SIDE (96-116),"771 WEST END AVENUE, 8FG","1,630,000",10/15/2019
MIDTOWN WEST,"135 WEST 52ND STREET, 8C","1,661,784",10/15/2019
UPPER WEST SIDE (59-79),"60 RIVERSIDE DRIVE, 15G","1,825,000",10/15/2019
MIDTOWN WEST,"301 WEST 53RD STREET, 13G","2,209,233",10/15/2019
UPPER WEST SIDE (96-116),"390 RIVERSIDE DRIVE, 10F","2,262,000",10/15/2019
GREENWICH VILLAGE-CENTRAL,"70 EAST 10TH STREET, 14L","2,800,000",10/15/2019
CIVIC CENTER,"91 LEONARD STREET, 16B","3,030,210",10/15/2019
CIVIC CENTER,"91 LEONARD STREET, SU34","3,030,210",10/15/2019
CHELSEA,"550 WEST 29TH STREET, 5A","3,600,000",10/15/2019
GRAMERCY,"50 GRAMERCY PARK NORTH, 3B","4,500,000",10/15/2019
JAVITS CENTER,"553 WEST 30TH STREET, 31C","4,764,069",10/15/2019
GREENWICH VILLAGE-WEST,95 BARROW STREET,"6,750,000",10/15/2019
HARLEM-CENTRAL,"30 MACOMBS PLACE, 53","224,750",10/16/2019
MIDTOWN EAST,"333 EAST 43RD STREET, LBY5","275,000",10/16/2019
WASHINGTON HEIGHTS LOWER,"501 WEST 156TH STREET, 41","310,000",10/16/2019
UPPER EAST SIDE (79-96),"330 EAST 83RD STREET, LC","335,000",10/16/2019
MIDTOWN EAST,"25 TUDOR CITY PLACE, 1215","339,000",10/16/2019
HARLEM-CENTRAL,"161 WEST 133RD STREET, 1D","365,000",10/16/2019
UPPER EAST SIDE (59-79),"405 EAST 63RD STREET, 9N","365,000",10/16/2019
CHELSEA,"451 WEST 22ND STREET, 3F","386,000",10/16/2019
FASHION,4-16 WEST 33RD STREET,"414,000",10/16/2019
HARLEM-CENTRAL,"70 WEST 139 STREET, 4A","465,381",10/16/2019
GREENWICH VILLAGE-CENTRAL,"55 EAST 9TH STREET, 1P","470,000",10/16/2019
UPPER WEST SIDE (96-116),"230 WEST 105TH STREET, 2C","470,000",10/16/2019
MIDTOWN EAST,"60 SUTTON PLACE SOUTH, 8LN","477,000",10/16/2019
UPPER EAST SIDE (79-96),"403 EAST 90TH STREET, 3E","482,500",10/16/2019
KIPS BAY,"305 EAST 24TH STREET, 2M","500,000",10/16/2019
HARLEM-CENTRAL,"70 WEST 139 STREET, 5C","533,786",10/16/2019
WASHINGTON HEIGHTS UPPER,"360 CABRINI BOULEVARD, 3D","587,500",10/16/2019
MORNINGSIDE HEIGHTS,"90 LASALLE STREET, 7C","590,000",10/16/2019
GRAMERCY,"32 GRAMERCY PARK SOUTH, 9E","625,000",10/16/2019
TRIBECA,"300 ALBANY STREET, 8D","630,000",10/16/2019
UPPER WEST SIDE (59-79),"161 WEST 76TH STREET, GR","700,000",10/16/2019
MIDTOWN WEST,"120 CENTRAL PARK SOUTH, 5G","710,000",10/16/2019
UPPER WEST SIDE (79-96),"304 WEST 88, 3B","715,000",10/16/2019
UPPER WEST SIDE (79-96),"107 WEST 86TH ST, 7H","740,000",10/16/2019
TRIBECA,"377 RECTOR PLACE, 7A","750,000",10/16/2019
UPPER WEST SIDE (79-96),"139 WEST 82ND STREET, 7D","755,000",10/16/2019
FINANCIAL,"3 HANOVER SQUARE, 6J","780,000",10/16/2019
UPPER WEST SIDE (59-79),"315 WEST 70TH STREET, 7L","860,000",10/16/2019
UPPER WEST SIDE (59-79),"136 WEST 78TH STREET, 4","900,000",10/16/2019
GREENWICH VILLAGE-CENTRAL,"13 WEST 13TH STREET, 5JS","907,250",10/16/2019
KIPS BAY,"330 EAST 38TH STREET, 32G","920,000",10/16/2019
GREENWICH VILLAGE-CENTRAL,"49 WEST 12TH STREET, 4G","950,000",10/16/2019
CIVIC CENTER,"91 LEONARD STREET, 10D","955,000",10/16/2019
UPPER EAST SIDE (79-96),"52 EAST END AVENUE, 21B","960,000",10/16/2019
UPPER EAST SIDE (59-79),"422 EAST 72ND STREET, 27B","985,000",10/16/2019
UPPER EAST SIDE (59-79),"220 EAST 67TH STREET, 14B","1,025,000",10/16/2019
GREENWICH VILLAGE-CENTRAL,"40-50 EAST 10TH STREET, 1J","1,100,000",10/16/2019
UPPER WEST SIDE (59-79),"290 WEST END AVENUE, 14D","1,450,000",10/16/2019
UPPER WEST SIDE (79-96),"160 WEST 95TH STREET, 9A","1,487,100",10/16/2019
MIDTOWN EAST,"400 EAST 54TH STREET, 6A","1,501,919",10/16/2019
GREENWICH VILLAGE-WEST,"9 JONES STREET, 5","1,700,000",10/16/2019
UPPER WEST SIDE (79-96),"165 WEST 91ST STREET, 14G","1,700,000",10/16/2019
UPPER EAST SIDE (59-79),"200 EAST 66TH STREET, B1701","1,816,425",10/16/2019
UPPER EAST SIDE (59-79),"136 EAST 64TH STREET, 9F","1,950,000",10/16/2019
GREENWICH VILLAGE-CENTRAL,"45 WEST 10TH STREET, 8EF","1,999,000",10/16/2019
UPPER WEST SIDE (59-79),"41 WEST 72ND STREET, 14C","2,070,000",10/16/2019
UPPER WEST SIDE (59-79),"41 WEST 72ND STREET, 14D","2,070,000",10/16/2019
UPPER EAST SIDE (79-96),"180 EAST END AVENUE, 21E","2,100,000",10/16/2019
UPPER EAST SIDE (59-79),"422 EAST 72ND STREET, 12A","2,175,000",10/16/2019
GREENWICH VILLAGE-CENTRAL,"77 BLEECKER STREET, 1110","2,800,000",10/16/2019
GREENWICH VILLAGE-CENTRAL,"77 BLEECKER STREET, 1007","2,800,000",10/16/2019
MURRAY HILL,"425 PARK AVENUE SOUTH, 8BC","2,800,000",10/16/2019
GREENWICH VILLAGE-CENTRAL,"688 BROADWAY, 2B","4,700,000",10/16/2019
UPPER EAST SIDE (79-96),"40 EAST END AVENUE, 10A","5,859,509",10/16/2019
UPPER EAST SIDE (79-96),"389 EAST 89TH STREET, COM","15,300,000",10/16/2019
LITTLE ITALY,"285 LAFAYETTE STREET, COMM","39,750,000",10/16/2019
EAST VILLAGE,"89 EAST 3RD STREET, 3A","1,800",10/17/2019
WASHINGTON HEIGHTS UPPER,"120 BENNETT AVE, 3A","202,500",10/17/2019
CLINTON,"453 WEST 54TH STREET, 2C","385,500",10/17/2019
HARLEM-UPPER,473 WEST 140TH STREET,"440,000",10/17/2019
UPPER EAST SIDE (79-96),"320 EAST 86 STREET, 5F","492,500",10/17/2019
MORNINGSIDE HEIGHTS,"100 LASALLE STREET, 13H","510,000",10/17/2019
CHELSEA,"465 WEST 23RD STREET, RCU1","580,000",10/17/2019
MIDTOWN EAST,"45 TUDOR CITY PLACE, 507","615,000",10/17/2019
GREENWICH VILLAGE-WEST,"101 WEST 12TH STREET, 14C","640,000",10/17/2019
UPPER EAST SIDE (59-79),"425 EAST 63RD STREET, E7C","680,000",10/17/2019
ROOSEVELT ISLAND,"531 MAIN STREET, 425","685,000",10/17/2019
CHELSEA,"110 WEST 17TH STREET, 2","700,000",10/17/2019
UPPER WEST SIDE (79-96),"110 WEST 86TH STREET, 11C","758,000",10/17/2019
GREENWICH VILLAGE-WEST,"67 MORTON ST, 2B","765,000",10/17/2019
UPPER EAST SIDE (59-79),"315 EAST 65TH STREET, 9D","770,000",10/17/2019
MIDTOWN EAST,"325 EAST 41ST STREET, 1005","850,000",10/17/2019
UPPER EAST SIDE (59-79),"515 EAST 72ND STREET, 19E","850,000",10/17/2019
UPPER EAST SIDE (59-79),"315 EAST 65TH STREET, 7F","865,000",10/17/2019
UPPER EAST SIDE (79-96),"1641 THIRD AVENUE, 18J","865,000",10/17/2019
UPPER EAST SIDE (59-79),"180 EAST 79TH STREET, 18-F","938,875",10/17/2019
MIDTOWN WEST,"350 WEST 42ND STREET, 14C","965,000",10/17/2019
MIDTOWN EAST,"411 E. 57TH ST, 16D","990,000",10/17/2019
FINANCIAL,"71 NASSAU STREET, 6C","1,030,000",10/17/2019
MURRAY HILL,"264 LEXINGTON AVENUE, 8A","1,040,000",10/17/2019
GREENWICH VILLAGE-CENTRAL,"60 EAST 8TH STREET, 7D","1,100,000",10/17/2019
MURRAY HILL,"35 PARK AVENUE, 16C","1,150,000",10/17/2019
UPPER WEST SIDE (59-79),"26 WEST 74TH STREET, 4B","1,180,000",10/17/2019
UPPER WEST SIDE (79-96),"140 RIVERSIDE DRIVE, 4M","1,210,000",10/17/2019
HARLEM-CENTRAL,"60 W 126 ST, 1","1,290,000",10/17/2019
GREENWICH VILLAGE-CENTRAL,"14 WEST 4TH STREET, B1001","1,390,000",10/17/2019
UPPER EAST SIDE (79-96),"12 EAST 88TH STREET, 3B","1,476,463",10/17/2019
CIVIC CENTER,"91 LEONARD STREET, 7H","1,489,903",10/17/2019
MIDTOWN EAST,"434 EAST 52ND STREET, 7EF","1,525,000",10/17/2019
UPPER WEST SIDE (59-79),"101 WEST 78TH STREET, 3C","1,683,363",10/17/2019
CHELSEA,"77 SEVENTH AVENUE, 17M","1,700,000",10/17/2019
UPPER EAST SIDE (79-96),"535 EAST 86TH STREET, 8J","1,725,000",10/17/2019
MIDTOWN WEST,"301 WEST 57TH STREET, 28A","1,750,000",10/17/2019
UPPER EAST SIDE (79-96),"1020 PARK AVENUE, 1617D","1,860,000",10/17/2019
UPPER WEST SIDE (96-116),"299 RIVERSIDE DRIVE, 11A","1,860,000",10/17/2019
HARLEM-EAST,2108-2110 2 AVENUE,"1,950,000",10/17/2019
UPPER WEST SIDE (96-116),"314 WEST 100 STREET, 72","2,330,000",10/17/2019
MIDTOWN EAST,"300 EAST 55TH STREET, 16A","2,495,000",10/17/2019
LOWER EAST SIDE,"250 SOUTH STREET, 46L","2,615,811",10/17/2019
UPPER WEST SIDE (59-79),"23 WEST 73RD STREET, 1409","2,650,000",10/17/2019
UPPER EAST SIDE (79-96),"19 EAST 88TH STREET, 15G","3,150,000",10/17/2019
FLATIRON,"225 5TH AVENUE, 5E","3,600,000",10/17/2019
CIVIC CENTER,"91 LEONARD STREET, 12F","3,753,200",10/17/2019
UPPER EAST SIDE (59-79),"160 EAST 72ND STREET, 15 FL","4,250,000",10/17/2019
GREENWICH VILLAGE-WEST,65 HORATIO STREET,"4,450,000",10/17/2019
JAVITS CENTER,"553 WEST 30TH STREET, 32C","4,789,525",10/17/2019
UPPER EAST SIDE (79-96),"1155 PARK AVENUE, 8SE","5,125,000",10/17/2019
LITTLE ITALY,176 GRAND STREET,"5,959,461",10/17/2019
SOHO,"30 CROSBY STREET, M1","7,750,000",10/17/2019
FASHION,269 WEST 39TH STREET,"9,700,000",10/17/2019
SOUTHBRIDGE,23 PECK SLIP,"24,500,000",10/17/2019
MIDTOWN WEST,"220 CENTRAL PARK SOUTH, 45A","55,494,625",10/17/2019
CHELSEA,113 WEST 24TH STREET,"74,159,182",10/17/2019
CHELSEA,307 7 AVENUE,"115,000,000",10/17/2019
UPPER WEST SIDE (96-116),"243 WEST 98TH STREET, 5E","75,000",10/18/2019
INWOOD,"579 W 215TH STREET, 1C","250,000",10/18/2019
MIDTOWN EAST,"342 EAST 53RD STREET, 3C","305,000",10/18/2019
INWOOD,"60 COOPER STREET, 6J","425,000",10/18/2019
UPPER WEST SIDE (59-79),"167 WEST 73RD STREET, 5","425,000",10/18/2019
LOWER EAST SIDE,"570 GRAND ST, H503","458,000",10/18/2019
UPPER WEST SIDE (59-79),"180 WEST END AVENUE, 5P","465,000",10/18/2019
UPPER EAST SIDE (59-79),"399 EAST 72ND STREET, 14J","485,000",10/18/2019
UPPER EAST SIDE (79-96),"325 EAST 80TH STREET, 1G","499,000",10/18/2019
UPPER EAST SIDE (59-79),"167 EAST 67TH STREET, 15D","549,000",10/18/2019
MANHATTAN VALLEY,"444 CENTRAL PARK WEST, 4H","554,946",10/18/2019
KIPS BAY,"300 EAST 33 STREET, 8-G","557,000",10/18/2019
GREENWICH VILLAGE-WEST,"5 WEEHAWKEN STREET, 1A","611,500",10/18/2019
UPPER WEST SIDE (59-79),"251-253 WEST 74TH STREET, 3D","636,406",10/18/2019
CHELSEA,"429 WEST 24TH STREET, 4E","645,500",10/18/2019
EAST VILLAGE,"111 THIRD AVENUE, 4A","650,000",10/18/2019
KIPS BAY,"300 EAST 40TH STREET, 20H","655,000",10/18/2019
UPPER EAST SIDE (59-79),"440 EAST 62ND STREET, 7E","655,000",10/18/2019
UPPER WEST SIDE (59-79),"160 WEST END AVENUE, 12J","745,000",10/18/2019
UPPER WEST SIDE (59-79),"235 WEST END, 4D","797,209",10/18/2019
HARLEM-CENTRAL,"300 WEST 137 STREET, 2547D","840,000",10/18/2019
UPPER EAST SIDE (59-79),"403 EAST 62ND STREET, 9A","873,000",10/18/2019
HARLEM-UPPER,"710 RIVERSIDE DRIVE, 6D","889,000",10/18/2019
CLINTON,"505 WEST 43RD STREET, 4J","896,151",10/18/2019
KIPS BAY,"630 1 AVENUE, 33P","910,000",10/18/2019
MURRAY HILL,"137 EAST 36TH STREET, 4K","950,000",10/18/2019
HARLEM-EAST,"1399 PARK AVENUE, 6B","995,000",10/18/2019
SOUTHBRIDGE,"90 GOLD STREET, 27D","999,000",10/18/2019
UPPER EAST SIDE (79-96),"505 EAST 79TH STREET, 7L","1,250,000",10/18/2019
CHELSEA,"244 WEST 23RD STREET, 7D","1,310,000",10/18/2019
UPPER EAST SIDE (79-96),"535 EAST 86TH STREET, 7E","1,400,000",10/18/2019
UPPER WEST SIDE (79-96),"215 WEST 95TH STREET, 15H","1,425,000",10/18/2019
CHELSEA,"255 WEST 23RD STREET, 2BW","1,550,000",10/18/2019
CHELSEA,"255 WEST 23RD STREET, 4BW","1,550,000",10/18/2019
CHELSEA,"250 WEST 24TH STREET, 6GW","1,550,000",10/18/2019
LOWER EAST SIDE,"250 SOUTH STREET, 59K","1,684,113",10/18/2019
FLATIRON,"10 WEST 15TH STREET, 2121","1,825,000",10/18/2019
UPPER EAST SIDE (79-96),"35 EAST 85TH STREET, 12F","1,850,000",10/18/2019
SOHO,"505 GREENWICH STREET, 1D","1,910,000",10/18/2019
UPPER EAST SIDE (59-79),"799 PARK AVENUE, 3A","2,100,000",10/18/2019
UPPER WEST SIDE (79-96),"54 WEST 82ND STREET, 2","2,150,000",10/18/2019
UPPER EAST SIDE (79-96),"350 EAST 82ND STREET, 18D","2,181,250",10/18/2019
UPPER WEST SIDE (96-116),"600 WEST 111TH STREET, 11E","2,195,000",10/18/2019
TRIBECA,"300 RECTOR PLACE, 3N","2,500,000",10/18/2019
TRIBECA,"300 RECTOR PLACE, 3O","2,500,000",10/18/2019
TRIBECA,"300 RECTOR PLACE, 3P","2,500,000",10/18/2019
JAVITS CENTER,"553 WEST 30TH STREET, 31J","2,810,529",10/18/2019
